-1.727672402;-2.011321847;-1.857438866;-0.666605298;-4.721304123;-3.246010367
-1.72764856;-2.011357609;-1.857450787;-0.666617695;-4.721292082;-3.246022288
-1.727708165;-2.011321847;-1.857426945;-0.666605298;-4.721268121;-3.246022288
-1.727684323;-2.011333768;-1.857403104;-0.666629616;-4.721316044;-3.246010367
-1.727672402;-2.011286084;-1.857426945;-0.666617695;-4.721280162;-3.246010367
-1.727684323;-2.011357609;-1.857438866;-0.666593377;-4.721280162;-3.245986287
-1.727672402;-2.011357609;-1.857426945;-0.666605298;-4.721268121;-3.245998446
-1.727684323;-2.011333768;-1.857415024;-0.666629616;-4.721256081;-3.246010367
-1.72764856;-2.011321847;-1.857450787;-0.666593377;-4.721292082;-3.245986287
-1.727660481;-2.011345688;-1.857450787;-0.666605298;-4.721268121;-3.246010367
-1.727684323;-2.011309926;-1.857426945;-0.666617695;-4.721292082;-3.246058289
-1.72764856;-2.011309926;-1.857403104;-0.666605298;-4.721292082;-3.246022288
-1.727696244;-2.011345688;-1.857391183;-0.666605298;-4.721292082;-3.245986287
-1.727672402;-2.011357609;-1.857438866;-0.666641537;-4.721268121;-3.245986287
-1.727708165;-2.011321847;-1.857403104;-0.666581456;-4.721280162;-3.246046368
-1.727696244;-2.011321847;-1.857438866;-0.666617695;-4.721292082;-3.246010367
-1.727672402;-2.011321847;-1.857463185;-0.666617695;-4.721268121;-3.245998446
-1.727684323;-2.011357609;-1.857426945;-0.666605298;-4.721292082;-3.246010367
-1.727708165;-2.011357609;-1.857438866;-0.666617695;-4.721292082;-3.245998446
-1.727708165;-2.011357609;-1.857415024;-0.666605298;-4.721268121;-3.246010367
-1.727636162;-2.011321847;-1.857438866;-0.666581456;-4.721292082;-3.246022288
-1.727684323;-2.011333768;-1.857415024;-0.666617695;-4.721280162;-3.245998446
-1.727720086;-2.011345688;-1.857379262;-0.666605298;-4.721268121;-3.245986287
-1.727672402;-2.011345688;-1.857426945;-0.666617695;-4.721328084;-3.246034447
-1.727672402;-2.011345688;-1.857426945;-0.666629616;-4.721268121;-3.246022288
-1.727660481;-2.01136953;-1.857463185;-0.666629616;-4.721280162;-3.245998446
-1.727684323;-2.01136953;-1.857426945;-0.666629616;-4.721268121;-3.246010367
-1.727672402;-2.011357609;-1.857403104;-0.666617695;-4.721268121;-3.246010367
-1.727672402;-2.011345688;-1.857426945;-0.666593377;-4.721292082;-3.245998446
-1.727684323;-2.011333768;-1.857403104;-0.666629616;-4.721316044;-3.246046368
-1.727684323;-2.011309926;-1.857403104;-0.666629616;-4.721280162;-3.245986287
-1.727672402;-2.011321847;-1.857438866;-0.666629616;-4.721292082;-3.246034447
-1.727684323;-2.011321847;-1.857426945;-0.666617695;-4.721268121;-3.246058289
-1.727660481;-2.011321847;-1.857415024;-0.666593377;-4.721292082;-3.246034447
-1.727708165;-2.011381928;-1.857403104;-0.666617695;-4.721268121;-3.245998446
-1.727672402;-2.011298005;-1.857415024;-0.666617695;-4.721268121;-3.245998446
-1.727672402;-2.011345688;-1.857403104;-0.666581456;-4.721304123;-3.245998446
-1.727684323;-2.01136953;-1.857415024;-0.666629616;-4.721280162;-3.246010367
-1.727660481;-2.011345688;-1.857438866;-0.666581456;-4.72124416;-3.245986287
-1.727672402;-2.011309926;-1.857426945;-0.666617695;-4.721328084;-3.245986287
-1.727672402;-2.01136953;-1.857426945;-0.666617695;-4.721256081;-3.246034447
-1.727696244;-2.011357609;-1.857426945;-0.666605298;-4.721292082;-3.246010367
-1.727672402;-2.011321847;-1.857426945;-0.666605298;-4.721256081;-3.246010367
-1.727720086;-2.011321847;-1.857438866;-0.666605298;-4.721292082;-3.246022288
-1.727672402;-2.011333768;-1.857438866;-0.666617695;-4.721268121;-3.245986287
-1.727684323;-2.011333768;-1.857450787;-0.666617695;-4.721304123;-3.246046368
-1.727696244;-2.011357609;-1.857450787;-0.666605298;-4.721256081;-3.246022288
-1.727696244;-2.011357609;-1.857403104;-0.666581456;-4.721280162;-3.246010367
-1.72764856;-2.011345688;-1.857415024;-0.666617695;-4.721304123;-3.246046368
-1.727660481;-2.011333768;-1.857438866;-0.666629616;-4.721268121;-3.245974366
-1.727660481;-2.011345688;-1.857438866;-0.666593377;-4.721256081;-3.245998446
-1.727672402;-2.011345688;-1.857426945;-0.666593377;-4.721292082;-3.246010367
-1.727660481;-2.011345688;-1.857426945;-0.666593377;-4.721268121;-3.246034447
-1.727672402;-2.011333768;-1.857415024;-0.666605298;-4.721292082;-3.246010367
-1.727660481;-2.011309926;-1.857438866;-0.666605298;-4.721256081;-3.246022288
-1.727696244;-2.011381928;-1.857438866;-0.666593377;-4.721292082;-3.246010367
-1.727684323;-2.011321847;-1.857450787;-0.666617695;-4.721292082;-3.246034447
-1.727684323;-2.011345688;-1.857450787;-0.666629616;-4.721304123;-3.246082369
-1.727696244;-2.011357609;-1.857438866;-0.666605298;-4.721268121;-3.245986287
-1.727672402;-2.011381928;-1.857450787;-0.666605298;-4.72124416;-3.245986287
-1.727708165;-2.011333768;-1.857438866;-0.666581456;-4.721280162;-3.246010367
-1.727672402;-2.011333768;-1.857426945;-0.666629616;-4.721292082;-3.246046368
-1.727660481;-2.011333768;-1.857438866;-0.666617695;-4.721304123;-3.245998446
-1.727672402;-2.011345688;-1.857426945;-0.666617695;-4.721292082;-3.246046368
-1.727672402;-2.011333768;-1.857415024;-0.666617695;-4.721292082;-3.245998446
-1.727684323;-2.011357609;-1.857426945;-0.666641537;-4.721280162;-3.245974366
-1.727684323;-2.011357609;-1.857426945;-0.666593377;-4.721292082;-3.245998446
-1.727672402;-2.011345688;-1.857426945;-0.666593377;-4.721304123;-3.246010367
-1.727672402;-2.01136953;-1.857438866;-0.666605298;-4.721292082;-3.246058289
-1.727672402;-2.011345688;-1.857438866;-0.666617695;-4.721268121;-3.246022288
-1.727660481;-2.011357609;-1.857415024;-0.666605298;-4.721304123;-3.246010367
-1.727660481;-2.011333768;-1.857426945;-0.666605298;-4.72124416;-3.246022288
-1.727672402;-2.011309926;-1.857438866;-0.666629616;-4.721268121;-3.246022288
-1.727684323;-2.011357609;-1.857438866;-0.666605298;-4.721268121;-3.246022288
-1.727696244;-2.011333768;-1.857450787;-0.666593377;-4.721316044;-3.246046368
-1.727696244;-2.011321847;-1.857403104;-0.666629616;-4.721268121;-3.245998446
-1.72764856;-2.011357609;-1.857438866;-0.666593377;-4.721280162;-3.246010367
-1.727672402;-2.011345688;-1.857426945;-0.666593377;-4.721256081;-3.246010367
-1.727672402;-2.01136953;-1.857391183;-0.666605298;-4.721292082;-3.246046368
-1.727660481;-2.011345688;-1.857438866;-0.666629616;-4.721268121;-3.246034447
-1.727672402;-2.011357609;-1.857438866;-0.666593377;-4.721292082;-3.246022288
-1.727720086;-2.011321847;-1.857438866;-0.666641537;-4.721268121;-3.246022288
-1.727660481;-2.011345688;-1.857403104;-0.666617695;-4.721268121;-3.246022288
-1.727708165;-2.011357609;-1.857426945;-0.666617695;-4.721304123;-3.245998446
-1.727636162;-2.011321847;-1.857391183;-0.666605298;-4.721280162;-3.246022288
-1.72764856;-2.011333768;-1.857426945;-0.666617695;-4.721256081;-3.246022288
-1.727672402;-2.01136953;-1.857426945;-0.666629616;-4.721292082;-3.246010367
-1.727672402;-2.011381928;-1.857391183;-0.666581456;-4.721292082;-3.246022288
-1.727672402;-2.011333768;-1.857438866;-0.666581456;-4.721304123;-3.246034447
-1.727672402;-2.01136953;-1.857450787;-0.666617695;-4.721316044;-3.246010367
-1.727684323;-2.01136953;-1.857415024;-0.666593377;-4.721304123;-3.246022288
-1.72764856;-2.011345688;-1.857426945;-0.666617695;-4.721280162;-3.245998446
-1.727672402;-2.011393849;-1.857426945;-0.666593377;-4.721316044;-3.246010367
-1.727696244;-2.011357609;-1.857415024;-0.666617695;-4.721256081;-3.246010367
-1.727708165;-2.011357609;-1.857438866;-0.666605298;-4.721280162;-3.246058289
-1.727672402;-2.011345688;-1.857450787;-0.666581456;-4.721292082;-3.246022288
-1.72764856;-2.011309926;-1.857415024;-0.666593377;-4.721304123;-3.246010367
-1.727684323;-2.01136953;-1.857426945;-0.666617695;-4.721280162;-3.246010367
-1.727696244;-2.011357609;-1.857415024;-0.666617695;-4.721304123;-3.246010367
-1.727684323;-2.01136953;-1.857438866;-0.666629616;-4.721256081;-3.246010367
-1.727684323;-2.01136953;-1.857438866;-0.666617695;-4.721268121;-3.245986287
-1.727684323;-2.011321847;-1.857426945;-0.666593377;-4.721268121;-3.246022288
-1.72764856;-2.011321847;-1.857426945;-0.666641537;-4.721292082;-3.246046368
-1.727624242;-2.011333768;-1.857450787;-0.666629616;-4.721268121;-3.246022288
-1.727672402;-2.011333768;-1.857450787;-0.666605298;-4.721268121;-3.246010367
-1.727672402;-2.011333768;-1.857415024;-0.666605298;-4.721292082;-3.246022288
-1.72764856;-2.011345688;-1.857426945;-0.666617695;-4.721268121;-3.246034447
-1.727660481;-2.011333768;-1.857438866;-0.666617695;-4.721292082;-3.246022288
-1.727672402;-2.011345688;-1.857426945;-0.666617695;-4.721256081;-3.245998446
-1.727672402;-2.011321847;-1.857415024;-0.666605298;-4.721268121;-3.246022288
-1.727660481;-2.011333768;-1.857415024;-0.666617695;-4.721292082;-3.246022288
-1.727660481;-2.011321847;-1.857438866;-0.666593377;-4.72124416;-3.246022288
-1.727660481;-2.011345688;-1.857403104;-0.666593377;-4.721268121;-3.246034447
-1.72764856;-2.011357609;-1.857415024;-0.666617695;-4.721268121;-3.246034447
-1.727660481;-2.011309926;-1.857415024;-0.666581456;-4.721292082;-3.246034447
-1.727720086;-2.011345688;-1.857438866;-0.666629616;-4.721256081;-3.246010367
-1.72764856;-2.011333768;-1.857403104;-0.666593377;-4.721268121;-3.246022288
-1.727660481;-2.011345688;-1.857403104;-0.666629616;-4.721292082;-3.246034447
-1.727696244;-2.011321847;-1.857463185;-0.666605298;-4.721268121;-3.246022288
-1.727684323;-2.011333768;-1.857426945;-0.666617695;-4.721292082;-3.246022288
-1.72764856;-2.011333768;-1.857450787;-0.666629616;-4.721268121;-3.245998446
-1.727660481;-2.011381928;-1.857438866;-0.666605298;-4.721316044;-3.245998446
-1.727696244;-2.01136953;-1.857415024;-0.666605298;-4.721292082;-3.246010367
-1.727684323;-2.011321847;-1.857426945;-0.666617695;-4.721268121;-3.246046368
-1.727672402;-2.011357609;-1.857438866;-0.666617695;-4.721280162;-3.245974366
-1.727636162;-2.01136953;-1.857463185;-0.666617695;-4.721292082;-3.245998446
-1.727672402;-2.011321847;-1.857438866;-0.666605298;-4.72124416;-3.246010367
-1.727660481;-2.011321847;-1.857450787;-0.666581456;-4.721292082;-3.246034447
-1.727684323;-2.011345688;-1.857463185;-0.666605298;-4.721256081;-3.245986287
-1.727672402;-2.011345688;-1.857438866;-0.666593377;-4.721280162;-3.245998446
-1.727672402;-2.011345688;-1.857438866;-0.666629616;-4.721268121;-3.246010367
-1.727684323;-2.011333768;-1.857463185;-0.666593377;-4.721292082;-3.246010367
-1.727708165;-2.011345688;-1.857450787;-0.666581456;-4.72124416;-3.246022288
-1.72764856;-2.011321847;-1.857415024;-0.666605298;-4.721256081;-3.246058289
-1.727708165;-2.011309926;-1.857415024;-0.666605298;-4.721292082;-3.246022288
-1.727708165;-2.011333768;-1.857426945;-0.666605298;-4.721292082;-3.246046368
-1.727696244;-2.01136953;-1.857450787;-0.666629616;-4.721268121;-3.245986287
-1.727660481;-2.011357609;-1.857450787;-0.666617695;-4.721280162;-3.246022288
-1.727660481;-2.011321847;-1.857403104;-0.666605298;-4.72123212;-3.246010367
-1.727672402;-2.011357609;-1.857463185;-0.666617695;-4.721268121;-3.245986287
-1.72764856;-2.011345688;-1.857403104;-0.666629616;-4.721304123;-3.246022288
-1.727660481;-2.011381928;-1.857415024;-0.666605298;-4.721292082;-3.246046368
-1.727660481;-2.011321847;-1.857415024;-0.666629616;-4.72123212;-3.245998446
-1.727696244;-2.011333768;-1.857426945;-0.666581456;-4.72124416;-3.246058289
-1.727684323;-2.011357609;-1.857415024;-0.666605298;-4.721304123;-3.245998446
-1.727672402;-2.011357609;-1.857415024;-0.666617695;-4.721292082;-3.246010367
-1.727684323;-2.01136953;-1.857415024;-0.666581456;-4.721268121;-3.245998446
-1.727708165;-2.011345688;-1.857438866;-0.666605298;-4.721268121;-3.245986287
-1.727696244;-2.011345688;-1.857415024;-0.666605298;-4.721268121;-3.246010367
-1.727672402;-2.011357609;-1.857403104;-0.666617695;-4.721268121;-3.245998446
-1.727672402;-2.011345688;-1.857426945;-0.666605298;-4.721304123;-3.246022288
-1.727672402;-2.011333768;-1.857403104;-0.666605298;-4.721292082;-3.245986287
-1.727684323;-2.011345688;-1.857379262;-0.666641537;-4.721292082;-3.245998446
-1.727672402;-2.011333768;-1.857438866;-0.666593377;-4.721280162;-3.245998446
-1.727684323;-2.01136953;-1.857415024;-0.666617695;-4.721256081;-3.246046368
-1.727660481;-2.011309926;-1.857415024;-0.666593377;-4.721292082;-3.245986287
-1.727672402;-2.011357609;-1.857426945;-0.666605298;-4.721280162;-3.246022288
-1.727696244;-2.011321847;-1.857426945;-0.666593377;-4.721268121;-3.245998446
-1.727660481;-2.011333768;-1.857415024;-0.666617695;-4.721256081;-3.246010367
-1.727660481;-2.011333768;-1.857415024;-0.666593377;-4.721316044;-3.246010367
-1.727684323;-2.011345688;-1.857403104;-0.666641537;-4.721268121;-3.245986287
-1.727660481;-2.011345688;-1.857415024;-0.666617695;-4.721304123;-3.246010367
-1.727684323;-2.011333768;-1.857450787;-0.666593377;-4.721280162;-3.246034447
-1.727696244;-2.01140577;-1.857426945;-0.666617695;-4.721268121;-3.245998446
-1.727672402;-2.011309926;-1.857415024;-0.666617695;-4.721304123;-3.245998446
-1.727660481;-2.011298005;-1.857438866;-0.666629616;-4.721280162;-3.246010367
-1.727684323;-2.011321847;-1.857450787;-0.666605298;-4.721280162;-3.246034447
-1.727684323;-2.011321847;-1.857391183;-0.666629616;-4.721304123;-3.246022288
-1.727672402;-2.011357609;-1.857403104;-0.666605298;-4.721304123;-3.245986287
-1.727660481;-2.011333768;-1.857403104;-0.666593377;-4.721292082;-3.246010367
-1.727708165;-2.011357609;-1.857438866;-0.666605298;-4.721280162;-3.245974366
-1.727696244;-2.011345688;-1.857450787;-0.666617695;-4.721268121;-3.246034447
-1.727672402;-2.01136953;-1.857438866;-0.666593377;-4.721316044;-3.245998446
-1.727660481;-2.011345688;-1.857415024;-0.666605298;-4.721268121;-3.246046368
-1.727672402;-2.011345688;-1.857438866;-0.666605298;-4.721280162;-3.246034447
-1.727672402;-2.011345688;-1.857450787;-0.666617695;-4.721292082;-3.245986287
-1.727660481;-2.011321847;-1.857415024;-0.666617695;-4.721292082;-3.246010367
-1.727696244;-2.011357609;-1.857426945;-0.666605298;-4.721292082;-3.246034447
-1.727672402;-2.011333768;-1.857438866;-0.666605298;-4.721292082;-3.246010367
-1.727672402;-2.011333768;-1.857426945;-0.666605298;-4.721292082;-3.245998446
-1.727660481;-2.011333768;-1.857426945;-0.666593377;-4.721268121;-3.245998446
-1.727672402;-2.011321847;-1.857391183;-0.666617695;-4.721268121;-3.246010367
-1.727708165;-2.011357609;-1.857450787;-0.666605298;-4.721292082;-3.245974366
-1.727696244;-2.01136953;-1.857403104;-0.666641537;-4.721268121;-3.246010367
-1.727660481;-2.011309926;-1.857438866;-0.666593377;-4.721292082;-3.245986287
-1.727684323;-2.011321847;-1.857450787;-0.666605298;-4.721280162;-3.246058289
-1.727684323;-2.011345688;-1.857415024;-0.666617695;-4.721280162;-3.246022288
-1.727636162;-2.011357609;-1.857426945;-0.666593377;-4.721268121;-3.246034447
-1.727660481;-2.011333768;-1.857438866;-0.666605298;-4.721292082;-3.246022288
-1.727696244;-2.011333768;-1.857463185;-0.666617695;-4.721292082;-3.246034447
-1.727684323;-2.011333768;-1.857415024;-0.666593377;-4.721292082;-3.246022288
-1.727720086;-2.01136953;-1.857403104;-0.666605298;-4.721256081;-3.246022288
-1.727660481;-2.011333768;-1.857438866;-0.666605298;-4.721280162;-3.245998446
-1.727672402;-2.011357609;-1.857426945;-0.666617695;-4.721280162;-3.245998446
-1.727696244;-2.01136953;-1.857415024;-0.666581456;-4.721280162;-3.245998446
-1.727684323;-2.011321847;-1.857426945;-0.666593377;-4.721280162;-3.245998446
-1.727672402;-2.011309926;-1.857438866;-0.666605298;-4.721268121;-3.246022288
-1.727672402;-2.011333768;-1.857426945;-0.666593377;-4.721280162;-3.246022288
-1.727672402;-2.011357609;-1.857426945;-0.666617695;-4.721280162;-3.246010367
-1.727696244;-2.01136953;-1.857426945;-0.666617695;-4.721268121;-3.246022288
-1.727684323;-2.011345688;-1.857438866;-0.666605298;-4.721292082;-3.246022288
-1.727672402;-2.011381928;-1.857450787;-0.666617695;-4.721268121;-3.246022288
-1.727672402;-2.011345688;-1.857450787;-0.666629616;-4.721304123;-3.246046368
-1.727696244;-2.01136953;-1.857426945;-0.666617695;-4.721280162;-3.245998446
-1.727708165;-2.011381928;-1.857415024;-0.666629616;-4.721292082;-3.245998446
-1.727696244;-2.011333768;-1.857438866;-0.666593377;-4.721292082;-3.246022288
-1.727660481;-2.011333768;-1.857415024;-0.666605298;-4.72123212;-3.246034447
-1.727660481;-2.011381928;-1.857415024;-0.666605298;-4.721292082;-3.245986287
